N,P,K,SoilType,Season,PreviousCrop,Crop,RequiredNutrient
38,63,56,Red,Kharif,Maize,Maize,Nitrogen
58,53,28,Black,Rabi,Wheat,Wheat,Potassium
59,33,16,Red,Summer,Barley,Barley,Potassium
48,29,31,Sandy,Rabi,Cotton,Cotton,Phosphorus
74,30,36,Sandy,Rabi,Wheat,Wheat,Phosphorus
61,31,60,Black,Kharif,Wheat,Wheat,Phosphorus
51,21,25,Black,Summer,Tomato,Tomato,Phosphorus
21,15,46,Black,Kharif,Sugarcane,Sugarcane,Phosphorus
71,36,6,Sandy,Kharif,Groundnut,Groundnut,Potassium
68,32,33,Sandy,Summer,Chickpea,Chickpea,Phosphorus
58,10,16,Sandy,Summer,Onion,Onion,Phosphorus
15,53,19,Clay,Rabi,Soybean,Soybean,Nitrogen
48,45,42,Sandy,Kharif,Sugarcane,Sugarcane,Potassium
15,47,60,Sandy,Kharif,Cotton,Cotton,Nitrogen
14,70,39,Sandy,Summer,Wheat,Wheat,Nitrogen
11,22,58,Sandy,Summer,Sorghum,Sorghum,Nitrogen
58,11,13,Red,Kharif,Sorghum,Sorghum,Phosphorus
14,56,59,Black,Summer,Onion,Onion,Nitrogen
56,64,16,Black,Kharif,Sugarcane,Sugarcane,Potassium
31,70,22,Sandy,Summer,Soybean,Soybean,Potassium
48,31,43,Black,Summer,Potato,Potato,Phosphorus
56,17,46,Clay,Rabi,Barley,Barley,Phosphorus
34,34,60,Sandy,Summer,Potato,Potato,Nitrogen
65,25,33,Black,Summer,Maize,Maize,Phosphorus
71,80,40,Black,Summer,Chickpea,Chickpea,Potassium
32,13,19,Black,Summer,Potato,Potato,Phosphorus
14,78,53,Sandy,Summer,Sunflower,Sunflower,Nitrogen
56,79,35,Clay,Rabi,Rice,Rice,Potassium
68,70,25,Sandy,Rabi,Barley,Barley,Potassium
28,79,42,Black,Kharif,Wheat,Wheat,Nitrogen
80,21,49,Black,Summer,Pulses,Pulses,Phosphorus
55,64,24,Black,Rabi,Millet,Millet,Potassium
27,58,38,Clay,Rabi,Chickpea,Chickpea,Nitrogen
74,72,24,Sandy,Kharif,Cotton,Cotton,Potassium
78,20,41,Clay,Summer,Rice,Rice,Phosphorus
47,47,32,Red,Summer,Potato,Potato,Potassium
69,52,6,Sandy,Kharif,Sunflower,Sunflower,Potassium
59,53,45,Red,Kharif,Soybean,Soybean,None
25,47,37,Sandy,Kharif,Sorghum,Sorghum,Nitrogen
41,11,60,Clay,Summer,Pulses,Pulses,Phosphorus
39,47,24,Clay,Rabi,Groundnut,Groundnut,Potassium
65,54,13,Black,Rabi,Rice,Rice,Potassium
67,27,9,Black,Summer,Sorghum,Sorghum,Potassium
57,40,18,Red,Rabi,Onion,Onion,Potassium
23,42,41,Red,Rabi,Cotton,Cotton,Nitrogen
61,53,17,Clay,Kharif,Millet,Millet,Potassium
28,14,58,Clay,Summer,Chickpea,Chickpea,Phosphorus
70,45,31,Sandy,Kharif,Tomato,Tomato,Potassium
43,34,31,Clay,Kharif,Barley,Barley,Potassium
43,44,21,Clay,Rabi,Sugarcane,Sugarcane,Potassium
61,78,18,Red,Rabi,Sugarcane,Sugarcane,Potassium
76,66,5,Clay,Summer,Pulses,Pulses,Potassium
45,17,8,Black,Kharif,Potato,Potato,Potassium
60,56,53,Clay,Rabi,Onion,Onion,None
45,69,60,Red,Kharif,Wheat,Wheat,Nitrogen
40,62,23,Sandy,Rabi,Onion,Onion,Potassium
29,36,21,Clay,Summer,Rice,Rice,Potassium
13,45,23,Red,Rabi,Pulses,Pulses,Nitrogen
29,40,32,Clay,Rabi,Cotton,Cotton,Nitrogen
14,45,32,Sandy,Summer,Sugarcane,Sugarcane,Nitrogen
29,29,42,Clay,Summer,Sorghum,Sorghum,Nitrogen
20,34,5,Red,Rabi,Sorghum,Sorghum,Potassium
36,14,9,Red,Kharif,Potato,Potato,Potassium
22,52,21,Clay,Kharif,Potato,Potato,Potassium
30,44,38,Red,Kharif,Tomato,Tomato,Nitrogen
61,31,34,Clay,Rabi,Millet,Millet,Phosphorus
78,79,32,Sandy,Summer,Maize,Maize,Potassium
79,78,44,Red,Kharif,Rice,Rice,None
39,54,24,Red,Kharif,Soybean,Soybean,Potassium
65,41,27,Red,Kharif,Wheat,Wheat,Potassium
51,27,44,Black,Summer,Tomato,Tomato,Phosphorus
55,39,49,Red,Summer,Cotton,Cotton,Phosphorus
68,54,21,Red,Summer,Groundnut,Groundnut,Potassium
60,26,35,Clay,Summer,Onion,Onion,Phosphorus
23,56,18,Black,Kharif,Onion,Onion,Potassium
66,45,29,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
32,31,46,Black,Kharif,Wheat,Wheat,Phosphorus
12,73,33,Black,Summer,Cotton,Cotton,Nitrogen
55,34,23,Clay,Kharif,Onion,Onion,Potassium
35,36,27,Sandy,Summer,Groundnut,Groundnut,Potassium
50,43,25,Black,Kharif,Sorghum,Sorghum,Potassium
16,37,29,Red,Summer,Maize,Maize,Nitrogen
42,25,29,Black,Rabi,Groundnut,Groundnut,Phosphorus
21,26,39,Clay,Rabi,Chickpea,Chickpea,Nitrogen
65,68,23,Red,Summer,Chickpea,Chickpea,Potassium
14,36,13,Clay,Summer,Onion,Onion,Potassium
59,15,39,Black,Summer,Pulses,Pulses,Phosphorus
23,78,16,Black,Kharif,Sunflower,Sunflower,Potassium
72,57,19,Sandy,Kharif,Tomato,Tomato,Potassium
47,57,51,Black,Summer,Chickpea,Chickpea,Nitrogen
22,79,11,Black,Kharif,Wheat,Wheat,Potassium
54,20,59,Black,Rabi,Rice,Rice,Phosphorus
55,56,6,Red,Summer,Potato,Potato,Potassium
44,72,32,Sandy,Kharif,Millet,Millet,Potassium
17,34,25,Clay,Kharif,Chickpea,Chickpea,Nitrogen
31,72,30,Clay,Rabi,Cotton,Cotton,Potassium
63,64,15,Black,Rabi,Wheat,Wheat,Potassium
33,67,16,Red,Kharif,Potato,Potato,Potassium
64,16,47,Red,Kharif,Cotton,Cotton,Phosphorus
53,44,7,Red,Kharif,Maize,Maize,Potassium
12,44,56,Clay,Rabi,Onion,Onion,Nitrogen
47,68,54,Sandy,Rabi,Sugarcane,Sugarcane,Nitrogen
47,37,28,Black,Rabi,Tomato,Tomato,Potassium
39,29,43,Sandy,Summer,Sunflower,Sunflower,Phosphorus
67,71,59,Black,Kharif,Cotton,Cotton,None
16,36,60,Red,Kharif,Tomato,Tomato,Nitrogen
47,70,36,Sandy,Rabi,Barley,Barley,Potassium
48,24,31,Black,Summer,Chickpea,Chickpea,Phosphorus
19,10,60,Clay,Kharif,Tomato,Tomato,Phosphorus
29,68,55,Red,Rabi,Onion,Onion,Nitrogen
56,71,35,Black,Kharif,Sunflower,Sunflower,Potassium
38,33,26,Sandy,Summer,Tomato,Tomato,Potassium
27,37,19,Red,Kharif,Onion,Onion,Potassium
37,14,41,Sandy,Rabi,Tomato,Tomato,Phosphorus
10,24,13,Red,Summer,Barley,Barley,Nitrogen
75,19,11,Red,Summer,Maize,Maize,Potassium
13,30,60,Red,Kharif,Soybean,Soybean,Nitrogen
16,37,48,Black,Summer,Chickpea,Chickpea,Nitrogen
61,11,47,Black,Kharif,Potato,Potato,Phosphorus
22,17,34,Sandy,Kharif,Pulses,Pulses,Phosphorus
60,35,48,Clay,Rabi,Soybean,Soybean,Phosphorus
26,69,40,Sandy,Rabi,Soybean,Soybean,Nitrogen
60,32,26,Black,Rabi,Sugarcane,Sugarcane,Potassium
36,75,39,Black,Kharif,Tomato,Tomato,Nitrogen
51,76,16,Clay,Rabi,Wheat,Wheat,Potassium
19,15,33,Sandy,Kharif,Sugarcane,Sugarcane,Phosphorus
62,19,31,Clay,Rabi,Maize,Maize,Phosphorus
71,47,48,Sandy,Summer,Sugarcane,Sugarcane,Phosphorus
33,76,58,Sandy,Summer,Tomato,Tomato,Nitrogen
58,67,7,Black,Kharif,Potato,Potato,Potassium
80,22,43,Clay,Rabi,Tomato,Tomato,Phosphorus
65,59,45,Clay,Summer,Maize,Maize,None
36,50,52,Sandy,Kharif,Tomato,Tomato,Nitrogen
69,35,22,Clay,Kharif,Tomato,Tomato,Potassium
55,31,8,Sandy,Kharif,Sunflower,Sunflower,Potassium
43,52,14,Sandy,Kharif,Sunflower,Sunflower,Potassium
20,73,38,Clay,Rabi,Rice,Rice,Nitrogen
44,11,22,Black,Kharif,Groundnut,Groundnut,Phosphorus
33,19,52,Sandy,Kharif,Sugarcane,Sugarcane,Phosphorus
16,41,41,Red,Kharif,Tomato,Tomato,Nitrogen
14,72,5,Sandy,Rabi,Pulses,Pulses,Potassium
60,19,40,Clay,Summer,Onion,Onion,Phosphorus
48,72,9,Black,Rabi,Groundnut,Groundnut,Potassium
64,26,42,Red,Summer,Potato,Potato,Phosphorus
64,49,28,Clay,Rabi,Sugarcane,Sugarcane,Potassium
38,69,33,Red,Summer,Tomato,Tomato,Potassium
35,46,34,Clay,Summer,Sugarcane,Sugarcane,Potassium
58,40,26,Sandy,Summer,Rice,Rice,Potassium
11,70,50,Clay,Rabi,Sugarcane,Sugarcane,Nitrogen
55,62,41,Red,Rabi,Sugarcane,Sugarcane,None
64,28,60,Clay,Summer,Soybean,Soybean,Phosphorus
60,22,34,Black,Summer,Wheat,Wheat,Phosphorus
42,20,49,Red,Kharif,Maize,Maize,Phosphorus
80,11,43,Clay,Kharif,Millet,Millet,Phosphorus
24,73,37,Sandy,Kharif,Wheat,Wheat,Nitrogen
22,38,32,Black,Rabi,Sugarcane,Sugarcane,Nitrogen
21,45,29,Red,Rabi,Soybean,Soybean,Nitrogen
48,18,44,Black,Rabi,Rice,Rice,Phosphorus
14,67,30,Clay,Kharif,Sunflower,Sunflower,Nitrogen
40,17,42,Black,Summer,Wheat,Wheat,Phosphorus
63,40,14,Clay,Rabi,Cotton,Cotton,Potassium
75,67,48,Sandy,Rabi,Potato,Potato,None
46,43,29,Black,Kharif,Chickpea,Chickpea,Potassium
12,12,6,Clay,Kharif,Soybean,Soybean,Potassium
64,21,38,Clay,Summer,Tomato,Tomato,Phosphorus
17,36,45,Red,Rabi,Soybean,Soybean,Nitrogen
19,43,37,Clay,Kharif,Cotton,Cotton,Nitrogen
44,61,60,Clay,Summer,Maize,Maize,Nitrogen
16,52,55,Clay,Rabi,Sorghum,Sorghum,Nitrogen
31,62,23,Black,Rabi,Pulses,Pulses,Potassium
23,23,5,Red,Summer,Millet,Millet,Potassium
37,53,29,Clay,Summer,Groundnut,Groundnut,Potassium
37,74,34,Clay,Summer,Barley,Barley,Potassium
27,17,33,Black,Summer,Tomato,Tomato,Phosphorus
45,23,52,Black,Kharif,Chickpea,Chickpea,Phosphorus
71,43,36,Red,Summer,Rice,Rice,Potassium
32,64,11,Sandy,Kharif,Chickpea,Chickpea,Potassium
55,49,10,Sandy,Kharif,Soybean,Soybean,Potassium
55,38,18,Black,Kharif,Millet,Millet,Potassium
63,51,51,Red,Kharif,Rice,Rice,None
70,21,42,Red,Summer,Tomato,Tomato,Phosphorus
35,43,45,Red,Kharif,Tomato,Tomato,Nitrogen
61,73,5,Clay,Summer,Wheat,Wheat,Potassium
60,46,34,Red,Kharif,Barley,Barley,Potassium
12,48,30,Clay,Summer,Sorghum,Sorghum,Nitrogen
39,29,11,Red,Kharif,Sunflower,Sunflower,Potassium
67,31,7,Red,Kharif,Tomato,Tomato,Potassium
32,35,49,Red,Kharif,Pulses,Pulses,Nitrogen
34,67,50,Red,Rabi,Cotton,Cotton,Nitrogen
23,37,38,Clay,Kharif,Pulses,Pulses,Nitrogen
11,33,37,Red,Summer,Barley,Barley,Nitrogen
75,17,57,Black,Kharif,Cotton,Cotton,Phosphorus
12,64,37,Sandy,Rabi,Sorghum,Sorghum,Nitrogen
26,73,26,Sandy,Summer,Potato,Potato,Nitrogen
31,42,10,Sandy,Kharif,Sunflower,Sunflower,Potassium
59,68,20,Sandy,Kharif,Sunflower,Sunflower,Potassium
57,71,44,Red,Rabi,Groundnut,Groundnut,None
46,48,57,Red,Kharif,Tomato,Tomato,Nitrogen
52,69,28,Red,Rabi,Wheat,Wheat,Potassium
54,50,26,Red,Kharif,Onion,Onion,Potassium
16,50,15,Black,Kharif,Tomato,Tomato,Potassium
70,68,21,Clay,Kharif,Sunflower,Sunflower,Potassium
18,19,7,Black,Summer,Sunflower,Sunflower,Potassium
21,61,35,Black,Kharif,Millet,Millet,Nitrogen
39,67,50,Clay,Kharif,Chickpea,Chickpea,Nitrogen
75,29,6,Sandy,Kharif,Sunflower,Sunflower,Potassium
21,48,19,Clay,Kharif,Tomato,Tomato,Potassium
20,64,19,Clay,Summer,Sugarcane,Sugarcane,Potassium
61,76,58,Red,Summer,Soybean,Soybean,None
52,30,32,Clay,Summer,Maize,Maize,Phosphorus
37,78,39,Sandy,Rabi,Cotton,Cotton,Nitrogen
31,16,9,Black,Rabi,Chickpea,Chickpea,Potassium
67,31,16,Red,Summer,Potato,Potato,Potassium
53,68,9,Sandy,Summer,Tomato,Tomato,Potassium
65,69,15,Red,Rabi,Wheat,Wheat,Potassium
23,13,54,Sandy,Kharif,Barley,Barley,Phosphorus
65,19,10,Red,Kharif,Cotton,Cotton,Potassium
36,73,49,Red,Rabi,Millet,Millet,Nitrogen
49,66,50,Red,Summer,Sugarcane,Sugarcane,Nitrogen
54,37,57,Red,Rabi,Wheat,Wheat,Phosphorus
39,25,46,Sandy,Rabi,Chickpea,Chickpea,Phosphorus
20,10,22,Clay,Kharif,Cotton,Cotton,Phosphorus
47,18,56,Black,Rabi,Tomato,Tomato,Phosphorus
43,64,23,Clay,Summer,Onion,Onion,Potassium
34,66,60,Sandy,Rabi,Wheat,Wheat,Nitrogen
45,24,26,Black,Kharif,Maize,Maize,Phosphorus
49,22,6,Black,Rabi,Cotton,Cotton,Potassium
76,78,44,Black,Kharif,Soybean,Soybean,None
36,76,29,Red,Rabi,Wheat,Wheat,Potassium
61,36,16,Clay,Rabi,Wheat,Wheat,Potassium
14,62,13,Clay,Summer,Groundnut,Groundnut,Potassium
45,52,44,Black,Rabi,Groundnut,Groundnut,Potassium
36,53,53,Sandy,Rabi,Potato,Potato,Nitrogen
61,50,46,Clay,Rabi,Sugarcane,Sugarcane,Potassium
12,31,29,Clay,Rabi,Chickpea,Chickpea,Nitrogen
68,14,29,Black,Rabi,Maize,Maize,Phosphorus
39,53,6,Sandy,Kharif,Sunflower,Sunflower,Potassium
28,11,24,Sandy,Summer,Maize,Maize,Phosphorus
10,67,14,Black,Summer,Chickpea,Chickpea,Nitrogen
24,70,53,Black,Summer,Maize,Maize,Nitrogen
80,19,18,Clay,Kharif,Sorghum,Sorghum,Potassium
24,50,39,Clay,Kharif,Potato,Potato,Nitrogen
43,59,32,Sandy,Summer,Rice,Rice,Potassium
27,57,35,Clay,Summer,Pulses,Pulses,Nitrogen
18,12,51,Sandy,Rabi,Sugarcane,Sugarcane,Phosphorus
75,21,25,Black,Kharif,Millet,Millet,Phosphorus
68,67,16,Black,Summer,Potato,Potato,Potassium
64,17,47,Black,Kharif,Millet,Millet,Phosphorus
53,68,60,Black,Kharif,Maize,Maize,None
70,63,6,Black,Rabi,Onion,Onion,Potassium
78,49,40,Black,Rabi,Sunflower,Sunflower,Potassium
19,41,38,Black,Rabi,Sunflower,Sunflower,Nitrogen
62,27,21,Clay,Kharif,Rice,Rice,Potassium
15,14,32,Sandy,Summer,Soybean,Soybean,Phosphorus
69,10,59,Clay,Rabi,Barley,Barley,Phosphorus
52,49,37,Sandy,Kharif,Sugarcane,Sugarcane,Potassium
17,76,35,Black,Kharif,Onion,Onion,Nitrogen
17,73,56,Black,Summer,Chickpea,Chickpea,Nitrogen
59,75,57,Black,Rabi,Wheat,Wheat,None
62,62,29,Clay,Summer,Cotton,Cotton,Potassium
76,17,60,Black,Summer,Pulses,Pulses,Phosphorus
34,63,59,Sandy,Kharif,Sorghum,Sorghum,Nitrogen
78,25,19,Black,Rabi,Pulses,Pulses,Potassium
43,67,18,Black,Rabi,Chickpea,Chickpea,Potassium
75,65,33,Clay,Kharif,Rice,Rice,Potassium
20,80,44,Red,Rabi,Sugarcane,Sugarcane,Nitrogen
10,47,35,Red,Kharif,Rice,Rice,Nitrogen
74,56,10,Red,Kharif,Wheat,Wheat,Potassium
35,60,58,Sandy,Rabi,Potato,Potato,Nitrogen
65,67,26,Black,Kharif,Cotton,Cotton,Potassium
21,43,36,Black,Kharif,Maize,Maize,Nitrogen
30,75,13,Clay,Summer,Onion,Onion,Potassium
15,72,52,Clay,Summer,Chickpea,Chickpea,Nitrogen
65,65,29,Sandy,Rabi,Onion,Onion,Potassium
63,66,42,Red,Summer,Sorghum,Sorghum,None
66,23,19,Red,Kharif,Cotton,Cotton,Potassium
23,64,30,Black,Rabi,Pulses,Pulses,Nitrogen
56,19,9,Red,Kharif,Cotton,Cotton,Potassium
46,33,50,Black,Rabi,Soybean,Soybean,Phosphorus
63,55,8,Clay,Summer,Pulses,Pulses,Potassium
15,64,55,Sandy,Rabi,Millet,Millet,Nitrogen
58,63,48,Red,Rabi,Soybean,Soybean,None
21,63,42,Sandy,Summer,Millet,Millet,Nitrogen
60,79,5,Sandy,Summer,Pulses,Pulses,Potassium
70,69,32,Red,Rabi,Millet,Millet,Potassium
19,67,42,Clay,Summer,Pulses,Pulses,Nitrogen
50,19,53,Red,Summer,Cotton,Cotton,Phosphorus
43,23,14,Sandy,Rabi,Pulses,Pulses,Potassium
80,52,31,Clay,Kharif,Tomato,Tomato,Potassium
17,26,47,Black,Rabi,Sorghum,Sorghum,Nitrogen
78,42,21,Black,Rabi,Rice,Rice,Potassium
76,52,44,Red,Kharif,Tomato,Tomato,None
69,27,29,Sandy,Summer,Pulses,Pulses,Phosphorus
11,41,15,Black,Kharif,Sunflower,Sunflower,Nitrogen
76,55,48,Red,Kharif,Wheat,Wheat,None
38,43,52,Red,Summer,Sorghum,Sorghum,Nitrogen
11,13,53,Red,Kharif,Wheat,Wheat,Nitrogen
52,41,19,Black,Summer,Maize,Maize,Potassium
31,18,51,Sandy,Rabi,Wheat,Wheat,Phosphorus
43,80,31,Red,Summer,Chickpea,Chickpea,Potassium
44,53,21,Black,Summer,Barley,Barley,Potassium
10,18,5,Black,Kharif,Maize,Maize,Potassium
55,34,38,Red,Kharif,Wheat,Wheat,Phosphorus
66,68,34,Red,Summer,Chickpea,Chickpea,Potassium
32,18,48,Black,Summer,Pulses,Pulses,Phosphorus
48,11,10,Clay,Rabi,Groundnut,Groundnut,Potassium
56,28,52,Sandy,Summer,Barley,Barley,Phosphorus
28,43,52,Sandy,Kharif,Sunflower,Sunflower,Nitrogen
41,70,12,Clay,Kharif,Sugarcane,Sugarcane,Potassium
42,62,36,Red,Rabi,Potato,Potato,Potassium
25,21,24,Black,Kharif,Groundnut,Groundnut,Phosphorus
44,35,28,Black,Summer,Pulses,Pulses,Potassium
26,28,19,Clay,Rabi,Onion,Onion,Potassium
10,25,53,Red,Summer,Soybean,Soybean,Nitrogen
40,22,9,Black,Rabi,Maize,Maize,Potassium
75,51,39,Sandy,Rabi,Chickpea,Chickpea,Potassium
45,21,22,Black,Rabi,Rice,Rice,Phosphorus
38,39,35,Black,Kharif,Onion,Onion,Potassium
35,77,51,Black,Summer,Cotton,Cotton,Nitrogen
34,16,41,Red,Rabi,Groundnut,Groundnut,Phosphorus
10,37,30,Clay,Summer,Potato,Potato,Nitrogen
40,70,25,Sandy,Rabi,Onion,Onion,Potassium
45,36,47,Black,Summer,Barley,Barley,Phosphorus
71,35,42,Red,Summer,Onion,Onion,Phosphorus
66,71,19,Red,Kharif,Wheat,Wheat,Potassium
74,35,60,Black,Rabi,Rice,Rice,Phosphorus
35,73,59,Black,Rabi,Chickpea,Chickpea,Nitrogen
65,70,47,Sandy,Kharif,Cotton,Cotton,None
12,57,14,Black,Rabi,Tomato,Tomato,Nitrogen
47,54,40,Black,Rabi,Wheat,Wheat,Potassium
26,18,33,Red,Summer,Pulses,Pulses,Phosphorus
10,69,27,Black,Summer,Potato,Potato,Nitrogen
42,31,48,Black,Kharif,Tomato,Tomato,Phosphorus
79,52,5,Red,Kharif,Cotton,Cotton,Potassium
41,57,40,Black,Rabi,Sorghum,Sorghum,Potassium
34,20,60,Red,Rabi,Soybean,Soybean,Phosphorus
40,36,60,Clay,Rabi,Potato,Potato,Phosphorus
36,80,58,Sandy,Summer,Millet,Millet,Nitrogen
53,24,44,Clay,Kharif,Sunflower,Sunflower,Phosphorus
48,28,56,Black,Summer,Chickpea,Chickpea,Phosphorus
50,52,57,Red,Rabi,Groundnut,Groundnut,Nitrogen
75,39,16,Black,Kharif,Cotton,Cotton,Potassium
37,78,47,Black,Rabi,Sorghum,Sorghum,Nitrogen
39,38,26,Black,Summer,Soybean,Soybean,Potassium
11,46,53,Clay,Kharif,Millet,Millet,Nitrogen
32,31,37,Red,Rabi,Potato,Potato,Phosphorus
23,73,52,Clay,Summer,Onion,Onion,Nitrogen
52,79,21,Black,Summer,Maize,Maize,Potassium
53,38,26,Sandy,Summer,Soybean,Soybean,Potassium
76,68,18,Clay,Summer,Tomato,Tomato,Potassium
28,73,24,Clay,Rabi,Potato,Potato,Potassium
10,39,16,Black,Kharif,Barley,Barley,Nitrogen
67,78,6,Clay,Kharif,Maize,Maize,Potassium
12,33,28,Clay,Summer,Sunflower,Sunflower,Nitrogen
41,62,36,Sandy,Kharif,Soybean,Soybean,Potassium
25,19,24,Red,Summer,Sunflower,Sunflower,Phosphorus
23,29,13,Black,Kharif,Millet,Millet,Potassium
22,44,18,Sandy,Kharif,Barley,Barley,Potassium
44,63,12,Sandy,Rabi,Sugarcane,Sugarcane,Potassium
11,46,49,Clay,Kharif,Cotton,Cotton,Nitrogen
26,15,53,Black,Kharif,Onion,Onion,Phosphorus
63,28,14,Clay,Kharif,Sorghum,Sorghum,Potassium
37,21,59,Black,Rabi,Sugarcane,Sugarcane,Phosphorus
53,32,57,Red,Summer,Maize,Maize,Phosphorus
40,68,43,Black,Rabi,Rice,Rice,Nitrogen
80,31,9,Red,Rabi,Chickpea,Chickpea,Potassium
68,35,27,Red,Rabi,Potato,Potato,Potassium
57,69,15,Black,Summer,Wheat,Wheat,Potassium
31,44,32,Red,Summer,Groundnut,Groundnut,Nitrogen
40,76,28,Red,Kharif,Onion,Onion,Potassium
57,71,19,Clay,Summer,Wheat,Wheat,Potassium
71,74,34,Black,Kharif,Onion,Onion,Potassium
23,32,32,Red,Kharif,Potato,Potato,Nitrogen
13,40,20,Clay,Rabi,Cotton,Cotton,Nitrogen
65,25,44,Black,Kharif,Onion,Onion,Phosphorus
46,18,32,Black,Rabi,Groundnut,Groundnut,Phosphorus
21,21,9,Red,Kharif,Rice,Rice,Potassium
58,64,41,Red,Summer,Onion,Onion,None
66,20,54,Sandy,Summer,Soybean,Soybean,Phosphorus
10,40,54,Clay,Summer,Sorghum,Sorghum,Nitrogen
36,54,40,Red,Kharif,Sunflower,Sunflower,Nitrogen
21,76,40,Black,Rabi,Pulses,Pulses,Nitrogen
75,20,52,Clay,Summer,Cotton,Cotton,Phosphorus
20,63,37,Black,Summer,Wheat,Wheat,Nitrogen
12,27,12,Sandy,Kharif,Tomato,Tomato,Nitrogen
10,25,31,Red,Kharif,Pulses,Pulses,Nitrogen
15,66,52,Sandy,Rabi,Millet,Millet,Nitrogen
40,27,42,Clay,Summer,Chickpea,Chickpea,Phosphorus
77,21,49,Red,Rabi,Sorghum,Sorghum,Phosphorus
60,78,8,Red,Rabi,Wheat,Wheat,Potassium
75,47,56,Clay,Kharif,Potato,Potato,Phosphorus
75,15,54,Black,Kharif,Barley,Barley,Phosphorus
79,58,59,Red,Rabi,Rice,Rice,None
12,49,46,Sandy,Summer,Onion,Onion,Nitrogen
15,17,22,Black,Rabi,Pulses,Pulses,Nitrogen
65,21,25,Black,Rabi,Pulses,Pulses,Phosphorus
33,58,47,Red,Summer,Tomato,Tomato,Nitrogen
69,41,41,Sandy,Kharif,Maize,Maize,Phosphorus
61,49,55,Red,Kharif,Soybean,Soybean,Phosphorus
35,77,19,Red,Summer,Onion,Onion,Potassium
55,16,25,Black,Kharif,Potato,Potato,Phosphorus
29,70,21,Sandy,Summer,Millet,Millet,Potassium
28,24,46,Red,Rabi,Wheat,Wheat,Phosphorus
28,44,46,Black,Summer,Groundnut,Groundnut,Nitrogen
15,20,37,Clay,Kharif,Barley,Barley,Nitrogen
43,17,52,Sandy,Rabi,Cotton,Cotton,Phosphorus
46,46,55,Clay,Rabi,Groundnut,Groundnut,Nitrogen
49,26,29,Clay,Rabi,Sugarcane,Sugarcane,Phosphorus
49,74,24,Red,Summer,Pulses,Pulses,Potassium
15,28,30,Clay,Summer,Wheat,Wheat,Nitrogen
40,45,15,Red,Summer,Groundnut,Groundnut,Potassium
57,13,14,Clay,Summer,Onion,Onion,Phosphorus
74,49,25,Clay,Kharif,Sorghum,Sorghum,Potassium
46,80,58,Red,Summer,Sunflower,Sunflower,Nitrogen
19,61,13,Sandy,Kharif,Groundnut,Groundnut,Potassium
36,40,53,Black,Rabi,Sorghum,Sorghum,Nitrogen
61,43,35,Clay,Kharif,Soybean,Soybean,Potassium
34,53,38,Red,Summer,Soybean,Soybean,Nitrogen
64,56,38,Sandy,Rabi,Maize,Maize,Potassium
55,68,39,Sandy,Kharif,Rice,Rice,Potassium
51,29,17,Red,Summer,Soybean,Soybean,Potassium
32,71,47,Red,Kharif,Maize,Maize,Nitrogen
53,75,51,Red,Kharif,Sorghum,Sorghum,None
66,66,54,Clay,Summer,Rice,Rice,None
39,32,7,Black,Summer,Soybean,Soybean,Potassium
34,78,32,Red,Kharif,Sunflower,Sunflower,Potassium
46,66,37,Sandy,Rabi,Soybean,Soybean,Potassium
33,33,6,Red,Summer,Sunflower,Sunflower,Potassium
67,64,57,Red,Rabi,Chickpea,Chickpea,None
10,40,13,Clay,Kharif,Barley,Barley,Nitrogen
42,32,54,Sandy,Kharif,Rice,Rice,Phosphorus
40,12,7,Sandy,Rabi,Sunflower,Sunflower,Potassium
64,12,15,Black,Rabi,Rice,Rice,Phosphorus
30,49,49,Clay,Summer,Onion,Onion,Nitrogen
62,34,29,Clay,Kharif,Tomato,Tomato,Potassium
59,37,18,Sandy,Summer,Potato,Potato,Potassium
66,76,46,Sandy,Rabi,Barley,Barley,None
35,53,32,Red,Summer,Sugarcane,Sugarcane,Potassium
36,53,34,Clay,Kharif,Tomato,Tomato,Potassium
58,57,15,Sandy,Summer,Sunflower,Sunflower,Potassium
74,58,54,Black,Summer,Rice,Rice,None
59,26,19,Clay,Rabi,Sunflower,Sunflower,Potassium
64,19,10,Clay,Kharif,Wheat,Wheat,Potassium
45,24,13,Red,Rabi,Millet,Millet,Potassium
32,26,45,Clay,Rabi,Millet,Millet,Phosphorus
59,56,49,Sandy,Rabi,Maize,Maize,None
20,63,12,Red,Summer,Cotton,Cotton,Potassium
69,51,25,Clay,Rabi,Sorghum,Sorghum,Potassium
79,80,47,Red,Kharif,Tomato,Tomato,None
43,43,57,Clay,Rabi,Potato,Potato,Nitrogen
67,35,34,Clay,Kharif,Rice,Rice,Potassium
37,24,19,Red,Summer,Sorghum,Sorghum,Potassium
32,44,30,Black,Kharif,Soybean,Soybean,Potassium
72,11,12,Sandy,Rabi,Onion,Onion,Phosphorus
27,72,16,Clay,Summer,Maize,Maize,Potassium
30,78,20,Black,Kharif,Maize,Maize,Potassium
80,16,59,Red,Rabi,Sunflower,Sunflower,Phosphorus
42,72,29,Red,Kharif,Sorghum,Sorghum,Potassium
79,20,56,Clay,Rabi,Wheat,Wheat,Phosphorus
26,78,7,Red,Kharif,Potato,Potato,Potassium
65,54,35,Sandy,Kharif,Sunflower,Sunflower,Potassium
23,55,43,Sandy,Kharif,Soybean,Soybean,Nitrogen
